,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,7529513,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"SICKO MODE","Travis Scott",4465151,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4034458,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,"No Brainer","DJ Khaled",3867487,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
5,STARGAZING,"Travis Scott",3814204,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
6,"Girls Like You (feat. Cardi B)","Maroon 5",3664749,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
7,"I Like It","Cardi B",3207063,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,"Lucid Dreams","Juice WRLD",3120987,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
9,"Eastside (with Halsey & Khalid)","benny blanco",3108789,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
10,"Solo (feat. Demi Lovato)","Clean Bandit",2934383,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
11,SAD!,XXXTENTACION,2802027,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,"Taste (feat. Offset)",Tyga,2778406,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
13,"God is a woman","Ariana Grande",2738516,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
14,Rise,"Jonas Blue",2700824,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
15,"In My Mind",Dynoro,2631580,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
16,"Better Now","Post Malone",2630164,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
17,"Jackie Chan",Tiësto,2614344,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
18,"One Kiss (with Dua Lipa)","Calvin Harris",2601346,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
19,Youngblood,"5 Seconds of Summer",2447728,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
