,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,7623494,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"Don’t Matter To Me",Drake,4748743,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
3,"Girls Like You (feat. Cardi B)","Maroon 5",3971259,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,SAD!,XXXTENTACION,3938751,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
5,"Lucid Dreams","Juice WRLD",3782931,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
6,"I Like It","Cardi B",3734695,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,Nonstop,Drake,3684501,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
8,"One Kiss (with Dua Lipa)","Calvin Harris",3423625,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
9,"Better Now","Post Malone",3380122,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"Solo (feat. Demi Lovato)","Clean Bandit",3309509,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
11,"Taste (feat. Offset)",Tyga,3155074,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
12,"Jackie Chan",Tiësto,2817637,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
13,"Ocean (feat. Khalid)","Martin Garrix",2789598,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
14,"Nice For What",Drake,2747560,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
15,Youngblood,"5 Seconds of Summer",2721575,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
16,"God's Plan",Drake,2704480,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
17,Moonlight,XXXTENTACION,2634761,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
18,"Back To You","Selena Gomez",2502844,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
19,"Te Boté - Remix","Nio Garcia",2454139,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
20,"no tears left to cry","Ariana Grande",2385071,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
21,"I'm Upset",Drake,2274356,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
22,Rise,"Jonas Blue",2221661,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
23,changes,XXXTENTACION,2045117,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
24,"Sin Pijama","Becky G",2018948,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
25,"Jocelyn Flores",XXXTENTACION,1951038,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
26,"Born To Be Yours",Kygo,1866275,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
27,"Mob Ties",Drake,1830124,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
28,"Bed (feat. Ariana Grande)","Nicki Minaj",1805362,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
29,X,"Nicky Jam",1777882,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
30,Nevermind,"Dennis Lloyd",1774929,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
31,Emotionless,Drake,1731988,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
32,"Psycho (feat. Ty Dolla $ign)","Post Malone",1718548,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
33,2002,Anne-Marie,1698540,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
34,"rockstar (feat. 21 Savage)","Post Malone",1671560,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
35,"Yes Indeed","Lil Baby",1620772,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
36,FRIENDS,Marshmello,1596214,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
