Position,"Track Name",Artist,URL
1,"Midsummer Madness",88rising,https://open.spotify.com/track/0wFmawqundY8rOn9sZUqA6
2,Reborn,"KIDS SEE GHOSTS",https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
3,"Magic In The Hamptons (feat. Lil Yachty)","Social House",https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
4,"4th Dimension","KIDS SEE GHOSTS",https://open.spotify.com/track/6JyEh4kl9DLwmSAoNDRn5b
5,"Lovesick Blues","Mason Ramsey",https://open.spotify.com/track/4H8p5SlXFOb17x7p2koAM5
6,"Feel The Love","KIDS SEE GHOSTS",https://open.spotify.com/track/3aUFrxO1B8EW63QchEl3wX
7,"Cudi Montage","KIDS SEE GHOSTS",https://open.spotify.com/track/4kUZvXB3LC3an3HX6h0s17
8,"Girls Like You (feat. Cardi B)","Maroon 5",https://open.spotify.com/track/6FRLCMO5TUHTexlWo8ym1W
9,"The Island, Pt. 1 (Dawn) - Skrillex Remix",Pendulum,https://open.spotify.com/track/24hYr62Cz2iA3OOef8mykI
10,Karma,Sky,https://open.spotify.com/track/14WIiWOJXL5VkX1zpt87Ed
11,"Reverse (Ft. G-Eazy)","Vic Mensa",https://open.spotify.com/track/3qAyjdhtnU2a14rrRKEkcE
12,"Lucid Dreams","Juice WRLD",https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
13,"Freeee (Ghost Town Pt. 2)","KIDS SEE GHOSTS",https://open.spotify.com/track/7GRTrWsP3yo2Fx8umJfA1X
14,RAMPAGE,GRAVEDGR,https://open.spotify.com/track/37hs3QImrFsiEZF2D92QGe
15,"Taste (feat. Offset)",Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
16,"New Light","John Mayer",https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
17,"Pa Mi (with Ozuna)","Tory Lanez",https://open.spotify.com/track/0CYLDwvvpJQySLA5CvqvSl
18,"Kids See Ghosts","KIDS SEE GHOSTS",https://open.spotify.com/track/2I3dW2dCBZAJGj5X21E53k
19,Liberated,"DeJ Loaf",https://open.spotify.com/track/5OQByVDbs9788HBRIBqgNW
20,"Lose It","Kane Brown",https://open.spotify.com/track/6GBndDk0OEpDkmKoSBJyyK
21,"All Mine","Kanye West",https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
22,Clandestino,Shakira,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
23,Fire,"KIDS SEE GHOSTS",https://open.spotify.com/track/7oHkit3F3vimtsBbnZkU0G
24,"The Rover",Interpol,https://open.spotify.com/track/6EhB9ke1tDcyWXP6G6HXZn
25,"Praise The Lord (Da Shine)","A$AP Rocky",https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
26,Africa,Weezer,https://open.spotify.com/track/36Pim2ANczp82lCWIb8GHy
27,Simple,"Florida Georgia Line",https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
28,"Ghost Town","Kanye West",https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
29,"Here On Out","Dave Matthews Band",https://open.spotify.com/track/1p0R5cAQaMh7lM5Zt3X67h
30,"The Grey",Thrice,https://open.spotify.com/track/0MTer0KjBtxs0aZuAYxGfR
31,"Weightless Part 1","Marconi Union",https://open.spotify.com/track/2UZZtkoLOg7IHxeTAdPFvd
32,"Middle Finger","Phoebe Ryan",https://open.spotify.com/track/3o8bovLXjsxsFBTXajm1VA
33,Youngblood,"5 Seconds of Summer",https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
34,"Te Boté - Remix","Nio Garcia",https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
35,"Old niggas","YBN Cordae",https://open.spotify.com/track/4UoB59D0giPmZaPlGQVYpw
36,"The Light",MihTy,https://open.spotify.com/track/3oCJJksC12uFxkt3RQ7rbV
37,Younger,Ruel,https://open.spotify.com/track/2qXicQG06oT0ijKBznpgQv
38,"Into Your Arms (feat. Ava Max)","Witt Lowry",https://open.spotify.com/track/6rfRwqIMFFCDpuvYGvgtpD
39,"This Way",Khalid,https://open.spotify.com/track/6fbYL76UWbHdYq4B91TPQi
40,Diamonds,Jauz,https://open.spotify.com/track/0pTRGssh4gWx22BykTgnoI
41,"Lonely Alone","Jeremy Zucker",https://open.spotify.com/track/5226Ocpr2cbudvurouwNUF
42,Yikes,"Kanye West",https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
43,"Back To You","Selena Gomez",https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
44,"Letting Go","Wild Nothing",https://open.spotify.com/track/4yJjv9ii2kk02tIWZLzRei
45,"Yes Indeed","Lil Baby",https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
46,"Solo (feat. Demi Lovato)","Clean Bandit",https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
47,"Jackie Chan",Tiësto,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
48,"lovely (with Khalid)","Billie Eilish",https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
49,Speechless,"Dan + Shay",https://open.spotify.com/track/7q7jyVU0f0hnod8tsaUmxg
50,"The Upside Down","Wolfgang Gartner",https://open.spotify.com/track/09jBs38lK1lRpNg7frfuhY
