,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,6412500,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"No Brainer","DJ Khaled",3659245,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,3532384,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,"Girls Like You (feat. Cardi B)","Maroon 5",3512199,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,"SICKO MODE","Travis Scott",3376197,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,"Lucid Dreams","Juice WRLD",3166706,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"Eastside (with Halsey & Khalid)","benny blanco",3122326,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
8,"I Like It","Cardi B",3017494,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"Solo (feat. Demi Lovato)","Clean Bandit",2763522,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
10,"In My Mind",Dynoro,2756087,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
11,SAD!,XXXTENTACION,2741541,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,"Taste (feat. Offset)",Tyga,2735221,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
13,Rise,"Jonas Blue",2606680,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,"Better Now","Post Malone",2595555,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
15,STARGAZING,"Travis Scott",2533909,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
16,"Jackie Chan",Tiësto,2508182,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
17,"God is a woman","Ariana Grande",2429859,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
18,Youngblood,"5 Seconds of Summer",2379849,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
19,"One Kiss (with Dua Lipa)","Calvin Harris",2365143,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
20,"Te Boté - Remix","Nio Garcia",2148792,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
21,"Body (feat. brando)","Loud Luxury",2124974,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
22,Moonlight,XXXTENTACION,1933886,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
23,Nonstop,Drake,1871166,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
24,"Sin Pijama","Becky G",1826451,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
25,"God's Plan",Drake,1806911,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
26,"Vaina Loca",Ozuna,1779939,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
27,"Happy Now",Zedd,1752648,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
28,2002,Anne-Marie,1660029,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
29,"Born To Be Yours",Kygo,1637023,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
30,"Beautiful (feat. Camila Cabello)",Bazzi,1628926,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
31,"Ocean (feat. Khalid)","Martin Garrix",1573040,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
32,"No Es Justo","J Balvin",1569432,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
33,Nevermind,"Dennis Lloyd",1536714,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
34,"Nice For What",Drake,1512899,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
35,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1499139,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
36,"Jocelyn Flores",XXXTENTACION,1478736,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
37,"Psycho (feat. Ty Dolla $ign)","Post Malone",1456018,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
38,"rockstar (feat. 21 Savage)","Post Malone",1448953,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
39,"no tears left to cry","Ariana Grande",1439417,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
40,changes,XXXTENTACION,1435434,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
41,Clandestino,Shakira,1421435,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
42,"Be Alright","Dean Lewis",1411423,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
43,"Barbie Dreams","Nicki Minaj",1378115,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
44,Shotgun,"George Ezra",1376084,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
45,"Don’t Matter To Me (with Michael Jackson)",Drake,1374766,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
46,"Taking A Walk","Trippie Redd",1343096,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
47,"Praise The Lord (Da Shine)","A$AP Rocky",1325677,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
48,"X - Remix","Nicky Jam",1255625,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
49,"Shape of You","Ed Sheeran",1228361,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
50,"I'm a Mess","Bebe Rexha",1185434,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
51,"Bed (feat. Ariana Grande)","Nicki Minaj",1180878,https://open.spotify.com/track/3L4GsGLgxpHieVQH86H8bv
52,X,"Nicky Jam",1174380,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
53,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",1159056,https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
54,SWISH,Tyga,1155898,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
55,"The Middle",Zedd,1141993,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
56,"High Hopes","Panic! At The Disco",1136379,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
57,FRIENDS,Marshmello,1114568,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
58,YOSEMITE,"Travis Scott",1113567,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
59,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1077679,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
60,"Yes Indeed","Lil Baby",1072931,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
61,"Me Niego",Reik,1067020,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
62,IDGAF,"Dua Lipa",1063111,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
63,Natural,"Imagine Dragons",1062426,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
64,"lovely (with Khalid)","Billie Eilish",1054840,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
65,Havana,"Camila Cabello",1039386,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
66,"Cuando Te Besé","Becky G",1038218,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy
67,Darkside,"Alan Walker",1014013,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
68,"WAKE UP","Travis Scott",1005789,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
69,"Look Alive (feat. Drake)","BlocBoy JB",1005371,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
70,CAROUSEL,"Travis Scott",999660,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
71,Believer,"Imagine Dragons",983456,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
72,"La Player (Bandolera)","Zion & Lennox",973027,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
73,Flames,"David Guetta",966365,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
74,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",964121,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
75,"New Rules","Dua Lipa",948603,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
76,Asesina,Brytiago,941971,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK
77,"BUTTERFLY EFFECT","Travis Scott",930900,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
78,"All Girls Are The Same","Juice WRLD",930238,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
79,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,924424,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
80,"Mala Mía",Maluma,923905,https://open.spotify.com/track/62o8KoI44JfN7aYxgTnPvh
81,Perfect,"Ed Sheeran",912775,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
82,Thunder,"Imagine Dragons",902476,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
83,"you should see me in a crown","Billie Eilish",890798,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
84,"Love Lies (with Normani)",Khalid,884046,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
85,"STOP TRYING TO BE GOD","Travis Scott",883496,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
86,Unica,Ozuna,875087,https://open.spotify.com/track/6752EZMgXswvRBH3N2PilO
87,"No Me Acuerdo",Thalía,852908,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd
88,"Por Perro","Sebastian Yatra",852103,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
89,"Side Effects","The Chainsmokers",848709,https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
90,"Everybody Dies In Their Nightmares",XXXTENTACION,848305,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
91,"CAN'T SAY","Travis Scott",841611,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
92,"Majesty (feat. Eminem & Labrinth)","Nicki Minaj",840326,https://open.spotify.com/track/38TgLPNHsPzgqri5G4SPun
93,"Estamos Bien","Bad Bunny",839684,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
94,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",839137,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
95,"I Fall Apart","Post Malone",834076,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
96,"I'm Upset",Drake,832821,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
97,"High On Life (feat. Bonn)","Martin Garrix",829621,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
98,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",825582,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
99,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,825503,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
100,"Only You (with Little Mix)","Cheat Codes",824932,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt
101,"La Cintura","Alvaro Soler",823972,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
102,"Thunderclouds with Sia, Diplo & Labrinth",Sia,819650,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
103,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",819314,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
104,"Look At Me!",XXXTENTACION,813065,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
105,"Dura - Remix","Daddy Yankee",802382,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
106,Mine,Bazzi,800276,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
107,"Madura (feat. Bad Bunny)",Cosculluela,794408,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
108,"NO BYSTANDERS","Travis Scott",790826,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
109,"R.I.P. SCREW","Travis Scott",784611,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
110,Happier,"Ed Sheeran",784128,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
111,"XO TOUR Llif3","Lil Uzi Vert",784119,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
112,Calypso,"Luis Fonsi",776816,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d
113,"In My Blood","Shawn Mendes",767392,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
114,OTW,Khalid,763972,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
115,"Lean Wit Me","Juice WRLD",759720,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
116,"Mi Cama - Remix","Karol G",751749,https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
117,Connection,OneRepublic,741864,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
118,"Melodien (feat. Juju)","Capital Bra",738436,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t
119,"Too Good At Goodbyes","Sam Smith",731166,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
120,"W O R K I N M E",Quavo,728913,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
121,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,720522,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
122,"5% TINT","Travis Scott",718267,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
123,Chun-Li,"Nicki Minaj",717197,https://open.spotify.com/track/1e4rwBPVI32vZtTJu7mJ4J
124,"I'm Yours","Jason Mraz",711260,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
125,"Bella - Remix",Wolfine,705016,https://open.spotify.com/track/0SaYeGhSXN0dDWstyNTQ56
126,Closer,"The Chainsmokers",693069,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
127,"Mob Ties",Drake,691590,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
128,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",688904,https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
129,"Call Out My Name","The Weeknd",683328,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
130,"Ball For Me (feat. Nicki Minaj)","Post Malone",681136,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
131,"Remind Me to Forget",Kygo,678853,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
132,"Say You Won't Let Go","James Arthur",675799,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
133,Hipócrita,"Anuel Aa",674331,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw
134,Medicina,Anitta,661012,https://open.spotify.com/track/4R5xvs5X0phd0EYWyGigju
135,"Te Amo","Piso 21",660639,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH
136,Congratulations,"Post Malone",656564,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
137,HUMBLE.,"Kendrick Lamar",651545,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
138,"El Préstamo",Maluma,647337,https://open.spotify.com/track/2XVilv6s9GETnw9PG4T9Mz
139,"Plug Walk","Rich The Kid",645480,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
140,NC-17,"Travis Scott",641524,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
141,"All The Stars (with SZA)","Kendrick Lamar",640008,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
142,"WHO? WHAT!","Travis Scott",640003,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
143,"Freaky Friday (feat. Chris Brown)","Lil Dicky",639059,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
144,"If You're Over Me","Years & Years",638035,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
145,"500 PS","Bonez MC",637845,https://open.spotify.com/track/641R77CBy4bOLGRcA9sgHy
146,"Something Just Like This","The Chainsmokers",636207,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
147,"Síguelo Bailando",Ozuna,635797,https://open.spotify.com/track/5Y9fnynLlIvqtM710MHzfz
148,goosebumps,"Travis Scott",635013,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
149,"Ganja Burns","Nicki Minaj",633018,https://open.spotify.com/track/3LHYmz86DxGInsRp3wiiW5
150,APESHIT,"The Carters",632216,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
151,Familiar,"Liam Payne",631812,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
152,"Album of the Year - Freestyle","J. Cole",631421,https://open.spotify.com/track/6rDaCGqcQB1urhpCrrD599
153,"Playinwitme (feat. Kehlani)",KYLE,630574,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
154,"Rich Sex (feat. Lil Wayne)","Nicki Minaj",630254,https://open.spotify.com/track/2D1MK9oaxy7axXggy3iVbp
155,"Tie Me Down (with Elley Duhé)",Gryffin,628769,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
156,"Ric Flair Drip (& Metro Boomin)",Offset,627752,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
157,"Wake Me Up - Radio Edit",Avicii,626961,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD
158,"Walk It Talk It",Migos,625699,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
159,"This Is America","Childish Gambino",625180,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
160,Africa,Toto,623868,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
161,"DDU-DU DDU-DU - KR Ver.",BLACKPINK,617767,https://open.spotify.com/track/2CWnuF7ht55Ajyeg4WPvWu
162,"I'll Be There","Jess Glynne",617723,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
163,"All Mine","Kanye West",614745,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
164,Hope,XXXTENTACION,613544,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
165,HOUSTONFORNICATION,"Travis Scott",612852,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
166,"Chun Swae (feat. Swae Lee)","Nicki Minaj",612394,https://open.spotify.com/track/03It1uO69CjGWP3yyVe465
167,"Candy Paint","Post Malone",606346,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
168,"One Dance",Drake,605972,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
169,"Feel It Still","Portugal. The Man",604296,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
170,"Duro y Suave","Leslie Grace",598813,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to
171,"I Like Me Better",Lauv,597437,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
172,Dura,"Daddy Yankee",594759,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH
173,ASTROTHUNDER,"Travis Scott",593059,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
174,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",587920,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
175,"Thinking Out Loud","Ed Sheeran",587464,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
176,"What Lovers Do (feat. SZA)","Maroon 5",585891,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG
177,"No Quiero Amarte (feat. Zion & Lennox)","Justin Quiles",584566,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI
178,Sober,"Demi Lovato",583205,https://open.spotify.com/track/0STK94RxUulYqWzwFlyAb5
179,"Boo'd Up","Ella Mai",580125,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
180,"Wonderwall - Remastered",Oasis,578360,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
181,91's,PNL,577575,https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8
182,SKELETONS,"Travis Scott",574953,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
183,"Échame La Culpa","Luis Fonsi",572077,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx
184,Wolves,"Selena Gomez",568608,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU
185,Silence,Marshmello,567476,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
186,"Young Dumb & Broke",Khalid,564933,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
187,Photograph,"Ed Sheeran",564139,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
188,"Mi Cama","Karol G",563386,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
