,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Don’t Matter To Me",Drake,5333620,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
2,Nonstop,Drake,4464319,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
3,SAD!,XXXTENTACION,4260437,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
4,"In My Feelings",Drake,4153316,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
5,"Girls Like You (feat. Cardi B)","Maroon 5",3661403,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
6,"I Like It","Cardi B",3653661,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,"Lucid Dreams","Juice WRLD",3566143,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
8,"One Kiss (with Dua Lipa)","Calvin Harris",3528277,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
9,"God's Plan",Drake,3436516,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
10,"Better Now","Post Malone",3352435,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
11,"Solo (feat. Demi Lovato)","Clean Bandit",3147028,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
12,"Nice For What",Drake,3072976,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
13,"I'm Upset",Drake,2819686,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
14,"Taste (feat. Offset)",Tyga,2774052,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
15,Moonlight,XXXTENTACION,2674515,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
16,Youngblood,"5 Seconds of Summer",2632462,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
17,"no tears left to cry","Ariana Grande",2601007,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
18,"Te Boté - Remix","Nio Garcia",2575603,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
19,"Jackie Chan",Tiësto,2538333,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
20,"Back To You","Selena Gomez",2518622,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
21,Emotionless,Drake,2509073,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
22,"Mob Ties",Drake,2420743,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
23,"Ocean (feat. Khalid)","Martin Garrix",2364393,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
24,X,"Nicky Jam",2288123,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
25,changes,XXXTENTACION,2227705,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
26,"Jocelyn Flores",XXXTENTACION,2149945,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
27,Elevate,Drake,2088349,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
28,"Sin Pijama","Becky G",2081046,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
29,Rise,"Jonas Blue",1965135,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
30,"8 Out Of 10",Drake,1962617,https://open.spotify.com/track/5fcM0StdQxMjzulVGhFkHN
31,"Talk Up",Drake,1919999,https://open.spotify.com/track/3Yw09dj3cTXsAzlLjgBfIP
32,"Can’t Take A Joke",Drake,1878290,https://open.spotify.com/track/7cfvP13Bqb1EyCZQiYsLum
33,"Born To Be Yours",Kygo,1807450,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
34,"Psycho (feat. Ty Dolla $ign)","Post Malone",1772458,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
35,Survival,Drake,1763421,https://open.spotify.com/track/71SEHJPt1iDwGkBhUOAXDP
36,Nevermind,"Dennis Lloyd",1742907,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
37,"rockstar (feat. 21 Savage)","Post Malone",1732655,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
38,"Bed (feat. Ariana Grande)","Nicki Minaj",1699790,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
39,Flames,"David Guetta",1683276,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
40,FRIENDS,Marshmello,1656800,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
41,2002,Anne-Marie,1621504,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
42,"Me Niego",Reik,1502578,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
43,APESHIT,"The Carters",1498867,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
44,"lovely (with Khalid)","Billie Eilish",1461321,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
45,"Blue Tint",Drake,1455765,https://open.spotify.com/track/1Jrj3k5L36dPkU6KAclU7g
46,"Yes Indeed","Lil Baby",1450731,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
47,"Sandra’s Rose",Drake,1445590,https://open.spotify.com/track/1sPLURKAosM3Jampgp9AWq
48,"Summer Games",Drake,1427584,https://open.spotify.com/track/0w1ZtnzQmtmuuoKxHT0pLL
49,"La Cintura","Alvaro Soler",1399524,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
50,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1387538,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
51,"Shape of You","Ed Sheeran",1378814,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
52,"The Middle",Zedd,1371860,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
53,"Praise The Lord (Da Shine)","A$AP Rocky",1366957,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
54,IDGAF,"Dua Lipa",1354416,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
55,"After Dark",Drake,1344164,https://open.spotify.com/track/4IvenHmD0spfFDOKphoUDp
56,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1335723,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
57,"No Es Justo","J Balvin",1333385,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
58,"Look Alive (feat. Drake)","BlocBoy JB",1280401,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
59,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1269486,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
60,"La Player (Bandolera)","Zion & Lennox",1268521,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
61,"That’s How You Feel",Drake,1267701,https://open.spotify.com/track/0SVsEdvot6vU4byv5yW0oj
62,"Mi Cama","Karol G",1234864,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
63,Jaded,Drake,1216355,https://open.spotify.com/track/3jipFRgLyKK0oJoG1pKicx
64,Finesse,Drake,1214659,https://open.spotify.com/track/590bUp2TKTfTS9NfiD4Nmn
65,"Dura - Remix","Daddy Yankee",1209570,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
66,Havana,"Camila Cabello",1203392,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
67,"All Mine","Kanye West",1199281,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
68,Body,"Loud Luxury",1198135,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
