Position,"Track Name",Artist,URL
1,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
2,SFSG,UTAH,https://open.spotify.com/track/6J7lUqQLQGlyvLIwKhxaM7
3,Understand,"Julian Lamadrid",https://open.spotify.com/track/2CazBu94sEbgEfmz06wOtD
4,Issues,"Julia Michaels",https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
5,"City Of Stars - From ""La La Land"" Soundtrack","Ryan Gosling",https://open.spotify.com/track/0LtVx5vsq9nfpGsWgjUin6
6,Automaton,Jamiroquai,https://open.spotify.com/track/6twol6GKjrxZ4sBr5Xg6WY
7,Deli,"Norm Ender",https://open.spotify.com/track/4dJLA7HqWrug6FU9fGCgvP
8,"Tú Sí Sabes Quererme","Natalia Lafourcade",https://open.spotify.com/track/2gvhbU2mvwxITWzCI0q9CS
9,"Shape of You","Ed Sheeran",https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X
10,"Look at Me!",XXXTENTACION,https://open.spotify.com/track/2oUuLLKS8WbF7ELJcwbqms
11,"Scared to Be Lonely","Martin Garrix",https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
12,"Otra Vez","Felix Gabriel",https://open.spotify.com/track/4kdpq7Ez7T2cn75Jem2PEv
13,"Todo Dia","Pabllo Vittar",https://open.spotify.com/track/3iDY4SzUHPkC3WTXpfxXJG
14,"Another Day Of Sun - From ""La La Land"" Soundtrack","La La Land Cast",https://open.spotify.com/track/0zCfmceT1YvtZXGbR6Roht
15,"Lo Niego Todo","Joaquín Sabina",https://open.spotify.com/track/4OpjKvt0ZXA117dqzOrV1y
16,"Mia & Sebastian’s Theme - From ""La La Land"" Soundtrack","Justin Hurwitz",https://open.spotify.com/track/1R17cgUv6HeQFa78dzqb7s
17,"Show You The Way",Thundercat,https://open.spotify.com/track/6LzsF8g3MnyspvcPvlBcC3
18,Down,"Marian Hill",https://open.spotify.com/track/5eCkuGPZNl4mISFNPgr3Dd
19,"City Of Stars - From ""La La Land"" Soundtrack/Pier","Ryan Gosling",https://open.spotify.com/track/7jltqRIyxLXBDNZ1QlmnBp
20,"Me Rehúso","Danny Ocean",https://open.spotify.com/track/6Zosz8w6CmdGMZM6p4JlbQ
21,"Young Blood","Noah Kahan",https://open.spotify.com/track/1UOuZs8BPGMM6Ls0jP6BjQ
22,"(No One Knows Me) Like the Piano",Sampha,https://open.spotify.com/track/528cn9VuUcjioySL0258gV
23,"Sultan's Curse",Mastodon,https://open.spotify.com/track/60S9ymObD44uj4KTDUGIXV
24,"Cave Me In",Gallant,https://open.spotify.com/track/79ptYtWnpAnsQutzg2xSFk
25,Body,Syd,https://open.spotify.com/track/5PNa1MjGan22iWil3F4zv6
26,"Old School","Urban Cone",https://open.spotify.com/track/41kE0bBBpwPUZEZKxSIROh
27,"Epilogue - From ""La La Land"" Soundtrack","Justin Hurwitz",https://open.spotify.com/track/1WOmEg42Mgaz1nRimIMR9C
28,Gone,"Linus Hablot",https://open.spotify.com/track/4Bi8YFSws4fwEsk1LG4KEF
29,"Sooner Or Later","Aaron Carter",https://open.spotify.com/track/4mqvE5F95nKSUrUvUH3YB7
30,Darling,"Real Estate",https://open.spotify.com/track/7Lpi2otSpwKiTpFsdDKEzP
31,"Qué Bonito","Vicky Corbacho",https://open.spotify.com/track/4qWUU3P3ScUdNL7FXQajfS
32,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
33,Alibi,Clans,https://open.spotify.com/track/2O0tF4uRKhsKRDO3TGI5ev
34,Hobgoblin,CLC,https://open.spotify.com/track/2JTjDYA0vfx8sp5XMTbeqU
35,"El Amante","Nicky Jam",https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
36,Goodbye,2NE1,https://open.spotify.com/track/1CSceRZ3QvI4JczMF1PAil
37,"Audition (The Fools Who Dream) - From ""La La Land"" Soundtrack","Emma Stone",https://open.spotify.com/track/2lDWYLNnfYyXngjz4plpy2
38,"Be About You","Winston Surfshirt",https://open.spotify.com/track/0tDLcm4PaXUsqJRAkG8MYY
39,"Pure Comedy","Father John Misty",https://open.spotify.com/track/7EqHqILVR6yZE8hCSZodt0
40,Skin,"Rag'n'Bone Man",https://open.spotify.com/track/1mS18wsyQxHl7YLZ1Y3mqs
41,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
42,"I'm Better (feat. Lamb)","Missy Elliott",https://open.spotify.com/track/2Kf9fwIOwZwd6Aw7OxfkF0
43,Paris,"The Chainsmokers",https://open.spotify.com/track/15vzANxN8G9wWfwAJLLMCg
44,Weak,AJR,https://open.spotify.com/track/6OuV4vfyb8v3vGGGksqyKf
45,"I Miss You",Grey,https://open.spotify.com/track/4ANIyqDu9QunO1w6DqCDTJ
46,Nevermind,"Dennis Lloyd",https://open.spotify.com/track/3PHjgrovCBjQQl5Np5YQBy
47,"A Lovely Night - From ""La La Land"" Soundtrack","Ryan Gosling",https://open.spotify.com/track/2fXH2iei02pBaSIdn5X4zJ
48,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel Aa",https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
49,"İhanetten Geri Kalan","Sezen Aksu",https://open.spotify.com/track/6n7CEaECHbDo4J00iVx0Gh
50,"Você Partiu Meu Coração","Nego do Borel",https://open.spotify.com/track/0u8aj0c4IxeVSLTUuuq9V5
