,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,7295230,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"SICKO MODE","Travis Scott",4151709,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4006794,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,"No Brainer","DJ Khaled",3891007,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
5,"Girls Like You (feat. Cardi B)","Maroon 5",3678792,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
6,STARGAZING,"Travis Scott",3427743,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
7,"I Like It","Cardi B",3237008,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
8,"Eastside (with Halsey & Khalid)","benny blanco",3143073,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
9,"Lucid Dreams","Juice WRLD",3139175,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
10,"Solo (feat. Demi Lovato)","Clean Bandit",2934083,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
11,"Taste (feat. Offset)",Tyga,2848196,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
12,SAD!,XXXTENTACION,2805517,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
13,"God is a woman","Ariana Grande",2747737,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
14,Rise,"Jonas Blue",2707302,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
15,"In My Mind",Dynoro,2684055,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
16,"Better Now","Post Malone",2663672,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
17,"Jackie Chan",Tiësto,2642295,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
18,"One Kiss (with Dua Lipa)","Calvin Harris",2551486,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
19,Youngblood,"5 Seconds of Summer",2434705,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
20,"Te Boté - Remix","Nio Garcia",2221424,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
21,"Body (feat. brando)","Loud Luxury",2144296,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
22,Moonlight,XXXTENTACION,2005018,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
23,"Sin Pijama","Becky G",1918095,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
24,"God's Plan",Drake,1903863,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
25,Nonstop,Drake,1873506,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
26,"Vaina Loca",Ozuna,1756903,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
27,"Don’t Matter To Me (with Michael Jackson)",Drake,1737766,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
28,"No Es Justo","J Balvin",1726708,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
