,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,9360547,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"Don’t Matter To Me",Drake,4917467,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
3,"Girls Like You (feat. Cardi B)","Maroon 5",4382819,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,"I Like It","Cardi B",4170983,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
5,"Lucid Dreams","Juice WRLD",4077960,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,SAD!,XXXTENTACION,3969090,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,Nonstop,Drake,3941804,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
8,"Taste (feat. Offset)",Tyga,3743170,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,"God is a woman","Ariana Grande",3727634,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
10,"One Kiss (with Dua Lipa)","Calvin Harris",3721768,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
11,"Better Now","Post Malone",3645748,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,"Solo (feat. Demi Lovato)","Clean Bandit",3625328,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
13,"Jackie Chan",Tiësto,3282147,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
14,"Ocean (feat. Khalid)","Martin Garrix",3101516,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
15,"Summertime Magic","Childish Gambino",3077971,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
16,Youngblood,"5 Seconds of Summer",2997414,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
17,"Nice For What",Drake,2917853,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
18,"God's Plan",Drake,2856106,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
19,"Te Boté - Remix","Nio Garcia",2767701,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
20,Moonlight,XXXTENTACION,2725036,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
21,"no tears left to cry","Ariana Grande",2625370,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
22,"Back To You","Selena Gomez",2624380,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
23,Rise,"Jonas Blue",2537279,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
24,"Sin Pijama","Becky G",2329186,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
25,"I'm Upset",Drake,2222397,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
26,"Born To Be Yours",Kygo,2100495,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
27,"Bed (feat. Ariana Grande)","Nicki Minaj",2046770,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
28,changes,XXXTENTACION,2028696,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
29,Nevermind,"Dennis Lloyd",1973552,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
30,X,"Nicky Jam",1969616,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
31,"Jocelyn Flores",XXXTENTACION,1921453,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
32,Jumpsuit,"Twenty One Pilots",1848577,https://open.spotify.com/track/6cQnrSlTxhHCCiUpKrs7g3
33,2002,Anne-Marie,1835924,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
34,APESHIT,"The Carters",1832234,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
35,"Psycho (feat. Ty Dolla $ign)","Post Malone",1823750,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
36,"Mob Ties",Drake,1810773,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
37,Body,"Loud Luxury",1806738,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
38,"rockstar (feat. 21 Savage)","Post Malone",1774104,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
39,"Yes Indeed","Lil Baby",1740279,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
40,"No Es Justo","J Balvin",1706195,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
41,FRIENDS,Marshmello,1681232,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
42,"Praise The Lord (Da Shine)","A$AP Rocky",1676186,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
43,Flames,"David Guetta",1669945,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
44,"Eastside (with Halsey & Khalid)","benny blanco",1651638,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
45,"X - Remix","Nicky Jam",1645167,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
46,"La Cintura","Alvaro Soler",1624955,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
47,"The Middle",Zedd,1545302,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
48,"Me Niego",Reik,1539069,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
49,Emotionless,Drake,1537130,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
50,"lovely (with Khalid)","Billie Eilish",1501552,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
51,"Look Alive (feat. Drake)","BlocBoy JB",1483328,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
52,"Shape of You","Ed Sheeran",1464970,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
53,"Nico And The Niners","Twenty One Pilots",1460409,https://open.spotify.com/track/6ZIuit0z4eQg77F1RGkp0L
54,"Mi Cama","Karol G",1427910,https://open.spotify.com/track/7sFYVcKSb24qg0dAkqLEFj
55,IDGAF,"Dua Lipa",1427267,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
56,"Vaina Loca",Ozuna,1399154,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
57,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",1334368,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
58,"La Player (Bandolera)","Zion & Lennox",1329302,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP
59,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,1301392,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
60,Havana,"Camila Cabello",1261461,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
61,"Boo'd Up","Ella Mai",1251282,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
62,Unica,Ozuna,1249784,https://open.spotify.com/track/6752EZMgXswvRBH3N2PilO
63,"All Mine","Kanye West",1247378,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
64,Elevate,Drake,1239737,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
65,"Dura - Remix","Daddy Yankee",1231887,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
66,"New Rules","Dua Lipa",1200142,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
67,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,1179159,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
68,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",1173394,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
69,"If You're Over Me","Years & Years",1167736,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
70,Clandestino,Shakira,1161026,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
71,"This Is America","Childish Gambino",1159464,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
72,"Can’t Take A Joke",Drake,1137691,https://open.spotify.com/track/7cfvP13Bqb1EyCZQiYsLum
73,"Madura (feat. Bad Bunny)",Cosculluela,1128590,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN
74,"Love Lies (with Normani)",Khalid,1128446,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
75,"High Hopes","Panic! At The Disco",1123236,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
76,"All Girls Are The Same","Juice WRLD",1114129,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
77,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",1088534,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
78,"Playinwitme (feat. Kehlani)",KYLE,1084621,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
79,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",1067996,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
80,"Por Perro","Sebastian Yatra",1052551,https://open.spotify.com/track/2alIsNw1mqEShbWyO1HXZZ
81,Believer,"Imagine Dragons",1045635,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
82,"Everybody Dies In Their Nightmares",XXXTENTACION,1044162,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
83,Mine,Bazzi,1034357,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
84,Perfect,"Ed Sheeran",1030669,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
85,"Look At Me!",XXXTENTACION,1028869,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
