,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,9447171,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4409721,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,"I Like It","Cardi B",4014276,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,"Girls Like You (feat. Cardi B)","Maroon 5",3832741,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,"Taste (feat. Offset)",Tyga,3530511,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
6,"Lucid Dreams","Juice WRLD",3475194,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"Solo (feat. Demi Lovato)","Clean Bandit",3421031,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
8,"God is a woman","Ariana Grande",3411008,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
9,SAD!,XXXTENTACION,3285902,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"One Kiss (with Dua Lipa)","Calvin Harris",3147660,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
11,"Better Now","Post Malone",3144853,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,"Jackie Chan",Tiësto,3064712,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
13,Rise,"Jonas Blue",2995011,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,Youngblood,"5 Seconds of Summer",2803818,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"Eastside (with Halsey & Khalid)","benny blanco",2676390,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
16,"Don’t Matter To Me (with Michael Jackson)",Drake,2662247,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
17,"Te Boté - Remix","Nio Garcia",2577571,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
18,Nonstop,Drake,2411119,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
19,Moonlight,XXXTENTACION,2347076,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
20,"God's Plan",Drake,2282366,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
21,"Sin Pijama","Becky G",2257583,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
22,"Nice For What",Drake,2154744,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
