,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,9346540,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"I Like It","Cardi B",3976415,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
3,"Girls Like You (feat. Cardi B)","Maroon 5",3758074,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,"One Kiss (with Dua Lipa)","Calvin Harris",3564238,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
5,"God is a woman","Ariana Grande",3560726,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
6,"Lucid Dreams","Juice WRLD",3503355,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"Taste (feat. Offset)",Tyga,3479452,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
8,SAD!,XXXTENTACION,3461676,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
9,"Solo (feat. Demi Lovato)","Clean Bandit",3457947,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
10,"Better Now","Post Malone",3217685,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
11,"Don’t Matter To Me (with Michael Jackson)",Drake,3099700,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
12,"Jackie Chan",Tiësto,2963009,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
13,Rise,"Jonas Blue",2947707,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,Youngblood,"5 Seconds of Summer",2828746,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"Te Boté - Remix","Nio Garcia",2621666,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
16,Nonstop,Drake,2579778,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
17,Moonlight,XXXTENTACION,2431594,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
18,"God's Plan",Drake,2389862,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
19,"Nice For What",Drake,2306755,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
20,"Sin Pijama","Becky G",2219668,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
21,"Ocean (feat. Khalid)","Martin Garrix",2197621,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
22,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2119040,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
23,"no tears left to cry","Ariana Grande",2097318,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
24,Body,"Loud Luxury",1992703,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
25,2002,Anne-Marie,1925515,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
26,"Eastside (with Halsey & Khalid)","benny blanco",1888506,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
27,"Born To Be Yours",Kygo,1878209,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
28,Nevermind,"Dennis Lloyd",1822794,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
29,X,"Nicky Jam",1808930,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
30,"Summertime Magic","Childish Gambino",1779540,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
31,changes,XXXTENTACION,1747747,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
32,"Jocelyn Flores",XXXTENTACION,1708547,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
33,"X - Remix","Nicky Jam",1707105,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
34,"No Es Justo","J Balvin",1699471,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
35,"Psycho (feat. Ty Dolla $ign)","Post Malone",1699340,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
36,"rockstar (feat. 21 Savage)","Post Malone",1640899,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
37,"Vaina Loca",Ozuna,1636518,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
38,"In My Mind",Dynoro,1609820,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
39,"La Cintura","Alvaro Soler",1607021,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
40,"Bed (feat. Ariana Grande)","Nicki Minaj",1580282,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
41,FRIENDS,Marshmello,1559598,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
42,"Praise The Lord (Da Shine)","A$AP Rocky",1543499,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
43,Flames,"David Guetta",1529120,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
44,"I'm Upset",Drake,1524243,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
45,"The Middle",Zedd,1464869,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
