,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,7112938,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"No Brainer","DJ Khaled",3753098,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,3724685,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,"Girls Like You (feat. Cardi B)","Maroon 5",3567871,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,"SICKO MODE","Travis Scott",3533181,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,"I Like It","Cardi B",3250035,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
7,"Lucid Dreams","Juice WRLD",3076725,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8,"Eastside (with Halsey & Khalid)","benny blanco",3007388,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
9,"Solo (feat. Demi Lovato)","Clean Bandit",2868966,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
10,"Taste (feat. Offset)",Tyga,2860687,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
11,"In My Mind",Dynoro,2788645,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
12,STARGAZING,"Travis Scott",2754048,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
13,SAD!,XXXTENTACION,2744794,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
14,"Better Now","Post Malone",2633509,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
15,Rise,"Jonas Blue",2617275,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
16,"Jackie Chan",Tiësto,2603692,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
17,"One Kiss (with Dua Lipa)","Calvin Harris",2579883,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
18,"God is a woman","Ariana Grande",2497657,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
19,"Te Boté - Remix","Nio Garcia",2448283,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
20,Youngblood,"5 Seconds of Summer",2337799,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
21,"Body (feat. brando)","Loud Luxury",2080444,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
22,"Sin Pijama","Becky G",2064422,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
23,Nonstop,Drake,1959325,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
24,Moonlight,XXXTENTACION,1949829,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
25,"Vaina Loca",Ozuna,1939954,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
26,"God's Plan",Drake,1900768,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
27,"Barbie Dreams","Nicki Minaj",1772927,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
28,"No Es Justo","J Balvin",1737176,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
29,2002,Anne-Marie,1663360,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
30,"Happy Now",Zedd,1656497,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
31,"Born To Be Yours",Kygo,1620854,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
32,"Nice For What",Drake,1608957,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
33,Nevermind,"Dennis Lloyd",1606581,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
34,Clandestino,Shakira,1570150,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf
