,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Nonstop,Drake,7557154,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
2,"Don’t Matter To Me",Drake,6965094,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
3,Survival,Drake,5642895,https://open.spotify.com/track/71SEHJPt1iDwGkBhUOAXDP
4,Emotionless,Drake,5630692,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
5,"God's Plan",Drake,5592991,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
6,"8 Out Of 10",Drake,5306962,https://open.spotify.com/track/5fcM0StdQxMjzulVGhFkHN
7,Elevate,Drake,5256811,https://open.spotify.com/track/4uloft7ZE54WflsuqFmjC7
8,"I'm Upset",Drake,5183339,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
9,SAD!,XXXTENTACION,4711437,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"Talk Up",Drake,4657549,https://open.spotify.com/track/3Yw09dj3cTXsAzlLjgBfIP
11,"Mob Ties",Drake,4624214,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
12,"In My Feelings",Drake,4609693,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
13,"Nice For What",Drake,4565416,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
14,"Can’t Take A Joke",Drake,4208800,https://open.spotify.com/track/7cfvP13Bqb1EyCZQiYsLum
15,"One Kiss (with Dua Lipa)","Calvin Harris",3946101,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
16,"I Like It","Cardi B",3697760,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
17,"Sandra’s Rose",Drake,3619074,https://open.spotify.com/track/1sPLURKAosM3Jampgp9AWq
18,"Lucid Dreams","Juice WRLD",3595146,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
19,"Girls Like You (feat. Cardi B)","Maroon 5",3528632,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
20,"Better Now","Post Malone",3366686,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
21,"Summer Games",Drake,3270092,https://open.spotify.com/track/0w1ZtnzQmtmuuoKxHT0pLL
22,"Solo (feat. Demi Lovato)","Clean Bandit",3248975,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
23,"Is There More",Drake,3027560,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT
24,Moonlight,XXXTENTACION,3022102,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
25,Jaded,Drake,2958995,https://open.spotify.com/track/3jipFRgLyKK0oJoG1pKicx
26,Peak,Drake,2952741,https://open.spotify.com/track/2RAeY8dPj6KmStROfEigjV
27,"Blue Tint",Drake,2885206,https://open.spotify.com/track/1Jrj3k5L36dPkU6KAclU7g
28,Finesse,Drake,2764521,https://open.spotify.com/track/590bUp2TKTfTS9NfiD4Nmn
29,"After Dark",Drake,2683936,https://open.spotify.com/track/4IvenHmD0spfFDOKphoUDp
