,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,6045364,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"No Brainer","DJ Khaled",3622475,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
3,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,3501940,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
4,"Girls Like You (feat. Cardi B)","Maroon 5",3478594,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,"SICKO MODE","Travis Scott",3428928,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
6,"Eastside (with Halsey & Khalid)","benny blanco",3281262,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
7,"Lucid Dreams","Juice WRLD",3216266,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
8,"I Like It","Cardi B",2955322,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
9,"Taste (feat. Offset)",Tyga,2795113,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
10,"In My Mind",Dynoro,2762440,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
11,SAD!,XXXTENTACION,2714886,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,"Solo (feat. Demi Lovato)","Clean Bandit",2653600,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
13,Rise,"Jonas Blue",2591268,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,"Better Now","Post Malone",2587710,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
15,"Jackie Chan",Tiësto,2516017,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
16,Youngblood,"5 Seconds of Summer",2401212,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
17,"God is a woman","Ariana Grande",2389830,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
18,STARGAZING,"Travis Scott",2342394,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
19,"One Kiss (with Dua Lipa)","Calvin Harris",2302456,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
20,"Body (feat. brando)","Loud Luxury",2150365,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
21,"Te Boté - Remix","Nio Garcia",2125434,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
22,Moonlight,XXXTENTACION,1963366,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
23,Nonstop,Drake,1942883,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
24,"Sin Pijama","Becky G",1818359,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
25,"God's Plan",Drake,1805495,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
26,"Vaina Loca",Ozuna,1800638,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
27,"Happy Now",Zedd,1765961,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
28,2002,Anne-Marie,1644977,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
29,"Born To Be Yours",Kygo,1644076,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
30,"Beautiful (feat. Camila Cabello)",Bazzi,1643986,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
31,"Ocean (feat. Khalid)","Martin Garrix",1543488,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
32,Nevermind,"Dennis Lloyd",1539565,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
33,"No Es Justo","J Balvin",1538102,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
34,"rockstar (feat. 21 Savage)","Post Malone",1487717,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
35,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",1486215,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
36,"Nice For What",Drake,1478464,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
