,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,8291491,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,STARGAZING,"Travis Scott",7138624,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
3,"SICKO MODE","Travis Scott",6546842,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
4,CAROUSEL,"Travis Scott",5086449,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
5,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4432288,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
6,"No Brainer","DJ Khaled",4388771,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
7,"R.I.P. SCREW","Travis Scott",4076479,https://open.spotify.com/track/4SZepBIPDRwPaHIjAKwRDb
8,"NO BYSTANDERS","Travis Scott",3962058,https://open.spotify.com/track/6OaVWaGfhXn70ZJfdVcabn
9,"Girls Like You (feat. Cardi B)","Maroon 5",3902018,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
10,"STOP TRYING TO BE GOD","Travis Scott",3887156,https://open.spotify.com/track/1xYpVRspgaLxdJLOTQkTjg
11,"WAKE UP","Travis Scott",3779134,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
12,"I Like It","Cardi B",3655320,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
13,"5% TINT","Travis Scott",3483660,https://open.spotify.com/track/11kDth1aKUEUMq9r1pqyds
14,SKELETONS,"Travis Scott",3439494,https://open.spotify.com/track/6NMtzpDQBTOfJwMzgMX0zl
15,"Taste (feat. Offset)",Tyga,3330022,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
16,"Lucid Dreams","Juice WRLD",3318605,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
17,YOSEMITE,"Travis Scott",3303008,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
18,NC-17,"Travis Scott",3296194,https://open.spotify.com/track/6BJbOXDlgVAXSaq6wYFYT2
19,"Solo (feat. Demi Lovato)","Clean Bandit",3213637,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
20,"Eastside (with Halsey & Khalid)","benny blanco",3082037,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
21,SAD!,XXXTENTACION,3059168,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
22,ASTROTHUNDER,"Travis Scott",3058120,https://open.spotify.com/track/4MXhiYIRDMGAuvZc5IFTwC
23,"God is a woman","Ariana Grande",3040735,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
24,"WHO? WHAT!","Travis Scott",2983191,https://open.spotify.com/track/4KYS9GK68yeuUJ8vJfPxrq
25,"One Kiss (with Dua Lipa)","Calvin Harris",2931293,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
26,"Jackie Chan",Tiësto,2931212,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
27,Rise,"Jonas Blue",2924678,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
28,"Better Now","Post Malone",2887927,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
29,"CAN'T SAY","Travis Scott",2854929,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
30,"BUTTERFLY EFFECT","Travis Scott",2701244,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
31,HOUSTONFORNICATION,"Travis Scott",2643241,https://open.spotify.com/track/58TaFP5j5i9swOf584yon2
32,Youngblood,"5 Seconds of Summer",2593680,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
33,"In My Mind",Dynoro,2581869,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
34,"Te Boté - Remix","Nio Garcia",2564642,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
35,Body,"Loud Luxury",2316053,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
36,"COFFEE BEAN","Travis Scott",2247432,https://open.spotify.com/track/6vnfObZ4Ys70SBAtti1xZ9
37,"Sin Pijama","Becky G",2229020,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
38,Moonlight,XXXTENTACION,2156675,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
39,Nonstop,Drake,2125275,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
40,"God's Plan",Drake,2096328,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
41,"Don’t Matter To Me (with Michael Jackson)",Drake,2066431,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
