Position,"Track Name",Artist,URL
1,"Bartier Cardi (feat. 21 Savage)","Cardi B",https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
2,"River (feat. Ed Sheeran)",Eminem,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
3,"Thick Niggas and Anime Tiddies",Dbangz,https://open.spotify.com/track/33kB5gz4gzOEZVkuWKHylS
4,"Modern Slavery","Huncho Jack",https://open.spotify.com/track/7J6bnDDitOwfelaJNixHhL
5,"Vai malandra (feat. Tropkillaz & DJ Yuri Martins)",Anitta,https://open.spotify.com/track/6u0EAxf1OJTLS7CvInuNd7
6,"Dubai Shit","Huncho Jack",https://open.spotify.com/track/6urLjX35oXXRYtcH1b3dCh
7,"Black & Chinese","Huncho Jack",https://open.spotify.com/track/628Ueb4sRiXApObhcU9iPU
8,"Bum Bum Tam Tam","MC Fioti",https://open.spotify.com/track/4zWO4gvuFtw6EJZC5FFGlr
9,"Stir Fry",Migos,https://open.spotify.com/track/4fndbjoz1qJyK6JcLdKfzm
10,"Thunder / Young Dumb & Broke (with Khalid) - Medley","Imagine Dragons",https://open.spotify.com/track/7ER7vcy7u2ajg5IV45WBFw
11,"Eye 2 Eye","Huncho Jack",https://open.spotify.com/track/4vwfOiyWxXeEdx4ejAJgdx
12,"How U Feel","Huncho Jack",https://open.spotify.com/track/7CWiWkccuRRdrmaW6AjVEf
13,"Fairytale of New York (feat. Kirsty MacColl)","The Pogues",https://open.spotify.com/track/3VTNVsTTu05dmTsVFrmGpK
14,"Motorcycle Patches","Huncho Jack",https://open.spotify.com/track/7g7raxdQpiLZT7aOlib4S1
15,"This Is Me","Keala Settle",https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
16,Lonely,JONGHYUN,https://open.spotify.com/track/5efB9wfc6dn3pzll9ElIrH
17,"Him & I (with Halsey)",G-Eazy,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
18,"Perfect Symphony (Ed Sheeran & Andrea Bocelli)","Ed Sheeran",https://open.spotify.com/track/3zl7j5ua8mF4JDYuxrfo01
19,"Huncho Jack","Huncho Jack",https://open.spotify.com/track/5vuiHi3QYbwcm1OKJOYnrf
20,Saint,"Huncho Jack",https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe
21,"Nowadays (feat. Landon Cube)","Lil Skies",https://open.spotify.com/track/689uBlyIufk2LUhAwjny4w
22,"Saint Laurent Mask","Huncho Jack",https://open.spotify.com/track/7JGyxh8G8QZnu4AMJuCqlj
23,"Where U From","Huncho Jack",https://open.spotify.com/track/11cCVYamncF0ezwjj1irQ0
24,"Harry porra","Mc Maha",https://open.spotify.com/track/0BxCStBKNEeV8vXvWLOJXQ
25,"Rewrite The Stars","Zac Efron",https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
26,"La Modelo",Ozuna,https://open.spotify.com/track/2m2ZGfJcs3lHWNPzhWH3XH
27,Corazón,Maluma,https://open.spotify.com/track/4lESS6vuruP6a79KWRaQou
28,Imagine,"Chris Kläfford",https://open.spotify.com/track/4BXxM3sn24Bq1Pv2szU0iQ
29,"The Weekend - Funk Wav Remix",SZA,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
30,"Awful Things","Good Charlotte",https://open.spotify.com/track/23ZqHhwq9pKqHlOhJGfnhQ
31,Coño,Puri,https://open.spotify.com/track/7tXCV0UwFwBxqum6i25you
32,"Plain Jane REMIX","A$AP Ferg",https://open.spotify.com/track/2YzmfPLqUx5CJOaw5ThsBV
33,"Still The Same",Sugarland,https://open.spotify.com/track/1nronXAyjznpWgQwg1lSeM
34,BLEACH,BROCKHAMPTON,https://open.spotify.com/track/0dWOFwdXrbBUYqD9DLsoyK
35,"That's My N**** (with Meek Mill, YG & Snoop Dogg)","Meek Mill",https://open.spotify.com/track/3i1B1PnsfnOQPGVIzhf1lr
36,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
37,"American Dream (feat. J. Cole, Kendrick Lamar)",Jeezy,https://open.spotify.com/track/2j8MsmmNqmc6UBEA54KOlY
38,Orgasmo,"Calcutta ",https://open.spotify.com/track/5G22c0zkJae5EzQRyx3blf
39,"This Is Me (From The Greatest Showman)",Kesha,https://open.spotify.com/track/3lCHADWP8ohxnfBiUqAN3o
40,"Échame La Culpa","Luis Fonsi",https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
41,"The Greatest Show","Hugh Jackman",https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
42,"Die JBG3 Weihnachtsgeschichte",Kollegah,https://open.spotify.com/track/7AhcUUsJyYpvHvfrRsiysS
