,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,9847333,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"I Like It","Cardi B",4108829,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
3,"Girls Like You (feat. Cardi B)","Maroon 5",3966426,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,"God is a woman","Ariana Grande",3862146,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
5,"Lucid Dreams","Juice WRLD",3682181,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,SAD!,XXXTENTACION,3666453,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,"One Kiss (with Dua Lipa)","Calvin Harris",3599487,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
8,"Taste (feat. Offset)",Tyga,3585513,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,"Solo (feat. Demi Lovato)","Clean Bandit",3574542,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
10,"Don’t Matter To Me (with Michael Jackson)",Drake,3366921,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
11,"Better Now","Post Malone",3360964,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
12,"Jackie Chan",Tiësto,3091804,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
13,Rise,"Jonas Blue",2943432,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,Youngblood,"5 Seconds of Summer",2939234,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,Nonstop,Drake,2828060,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
16,"Te Boté - Remix","Nio Garcia",2598256,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
17,"God's Plan",Drake,2581972,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
18,Moonlight,XXXTENTACION,2557231,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
19,"Nice For What",Drake,2458652,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
20,"Ocean (feat. Khalid)","Martin Garrix",2357934,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
21,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2262643,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
22,"Sin Pijama","Becky G",2248065,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
23,"no tears left to cry","Ariana Grande",2219393,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
24,Body,"Loud Luxury",2097977,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
25,"Born To Be Yours",Kygo,2073475,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
26,"Eastside (with Halsey & Khalid)","benny blanco",2052896,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
27,2002,Anne-Marie,1972509,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
28,"Summertime Magic","Childish Gambino",1902403,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
29,X,"Nicky Jam",1882022,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
30,Nevermind,"Dennis Lloyd",1868927,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
31,changes,XXXTENTACION,1864528,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
32,"Jocelyn Flores",XXXTENTACION,1823200,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
33,"Psycho (feat. Ty Dolla $ign)","Post Malone",1785106,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
34,"No Es Justo","J Balvin",1729508,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
35,"rockstar (feat. 21 Savage)","Post Malone",1727237,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
36,"I Might Need Security","Chance the Rapper",1724272,https://open.spotify.com/track/3EApebexZ7YqDIqw2EMTDh
