,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,8472330,https://open.spotify.com/track/0bAkKNCQfWkexHFn7fIKns
2,"Don’t Matter To Me",Drake,4933222,https://open.spotify.com/track/36ONiya0OANYknz0GgJmwB
3,"Girls Like You (feat. Cardi B)","Maroon 5",4248605,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
4,"Lucid Dreams","Juice WRLD",4003455,https://open.spotify.com/track/0X8DcetL926BYiPJYstJTc
5,"I Like It","Cardi B",3959886,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
6,SAD!,XXXTENTACION,3947489,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
7,Nonstop,Drake,3817442,https://open.spotify.com/track/2Vx8E3K5icPZR7OCklWBXX
8,"Taste (feat. Offset)",Tyga,3558784,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
9,"Better Now","Post Malone",3538334,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
10,"One Kiss (with Dua Lipa)","Calvin Harris",3523043,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
11,"Solo (feat. Demi Lovato)","Clean Bandit",3444820,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
12,"Jackie Chan",Tiësto,3110265,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
13,"Ocean (feat. Khalid)","Martin Garrix",3065391,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
14,Youngblood,"5 Seconds of Summer",2901895,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"Nice For What",Drake,2829194,https://open.spotify.com/track/0HVv5bEOiI9a0QfgcASXpX
16,"God's Plan",Drake,2743821,https://open.spotify.com/track/2VWbHHhWnMzKWPUs4IEEW9
17,Moonlight,XXXTENTACION,2672001,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
18,"Back To You","Selena Gomez",2594338,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
19,"Te Boté - Remix","Nio Garcia",2579387,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
20,"no tears left to cry","Ariana Grande",2456231,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
21,"Summertime Magic","Childish Gambino",2409594,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF
22,Rise,"Jonas Blue",2403407,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
23,"I'm Upset",Drake,2252861,https://open.spotify.com/track/1iSZPndzmY6NvL1jAtIvY1
24,"Sin Pijama","Becky G",2153531,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
25,changes,XXXTENTACION,2033908,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
26,"Bed (feat. Ariana Grande)","Nicki Minaj",1985931,https://open.spotify.com/track/1ZEm9cJC05rawV2tptNfTS
27,"Born To Be Yours",Kygo,1965202,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
28,"Jocelyn Flores",XXXTENTACION,1916062,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
29,Nevermind,"Dennis Lloyd",1863962,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
30,X,"Nicky Jam",1852726,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
31,"Mob Ties",Drake,1852430,https://open.spotify.com/track/7txPE73wHbuXYkM1h8zNrG
32,"Yes Indeed","Lil Baby",1777877,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
33,APESHIT,"The Carters",1768641,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
34,"Psycho (feat. Ty Dolla $ign)","Post Malone",1757281,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
35,2002,Anne-Marie,1747647,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
36,"rockstar (feat. 21 Savage)","Post Malone",1725333,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
37,Emotionless,Drake,1724233,https://open.spotify.com/track/1v1IXPXl73Z7zy6f5tUa9n
38,Body,"Loud Luxury",1703564,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
39,Flames,"David Guetta",1615068,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
40,FRIENDS,Marshmello,1612794,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
41,"No Es Justo","J Balvin",1566271,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
42,"Praise The Lord (Da Shine)","A$AP Rocky",1549223,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
43,"La Cintura","Alvaro Soler",1528461,https://open.spotify.com/track/19MBk3PbNFE36wqIqkMq9H
