Position,"Track Name",Artist,URL
1,"No Brainer","DJ Khaled",https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
2,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,"Eastside (with Halsey & Khalid)","benny blanco",https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
4,"In My Mind",Dynoro,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
5,"Waterloo - From ""Mamma Mia! Here We Go Again""","Hugh Skinner",https://open.spotify.com/track/37RKadHJqPuVzlM0tDBC3N
6,"When I Kissed The Teacher","Lily James",https://open.spotify.com/track/1WOBzx0R3hyphrI1AUv4Zu
7,"Hot Summer","DJ Durel",https://open.spotify.com/track/3fEpuoSr8ufvyRR7s2jB3U
8,"Overdose (feat. Chris Brown)","AGNEZ MO",https://open.spotify.com/track/2jzFNGqC0Q1TeThJTzPL0T
9,"Smile (Living My Best Life) (feat. Snoop Dogg & Ball Greezy)","Lil Duval",https://open.spotify.com/track/17jeLyQcEUmKv3MXeEo79k
10,"Light Me Up","RL Grime",https://open.spotify.com/track/3imS277wRbz1CFoDySgTff
11,SWISH,Tyga,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
12,"Be Alright","Dean Lewis",https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
13,"You Say","Lauren Daigle",https://open.spotify.com/track/72b0ANL1ZiV71OiZRs0Lny
14,"Magic In The Hamptons (feat. Lil Yachty)","Social House",https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
15,"High On Life (feat. Bonn)","Martin Garrix",https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy
16,"Pony - Recorded at Spotify Studios NYC","Leon Bridges",https://open.spotify.com/track/0exKMPo2iind68yWTaHCrr
17,"you should see me in a crown","Billie Eilish",https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
18,Triste,"Bryant Myers",https://open.spotify.com/track/5MNS5FF4LrTX0jIaI0gory
19,"La Cintura (feat. Flo Rida & TINI) - Remix","Alvaro Soler",https://open.spotify.com/track/56gH0zGe3SP9SGNoQ2pWwn
20,"Heavy, California",Jungle,https://open.spotify.com/track/2UfsAhtqK6uH8NYa5glrpm
21,"One Day (feat. Ryan Tedder)",Logic,https://open.spotify.com/track/6e2PtJYcltVk76nLwxBzRn
22,"HANDGUN (feat. A$AP Rocky)",YG,https://open.spotify.com/track/50wkDxcIfamIajKwmgp0iB
23,"Happy Now",Zedd,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
24,Candlelight,"Zhavia Ward",https://open.spotify.com/track/3j8FPquKEOygdUMLLs1Pxr
25,"Don't Leave Me Alone (feat. Anne-Marie)","David Guetta",https://open.spotify.com/track/2lYTJK94hb0fd1LQtb6Dhk
26,"You've Got Your Whole Life Ahead Of You Baby",IDER,https://open.spotify.com/track/6RJkuWGOZeblp1kcoaEX93
27,"We’re Tired","The Blancos",https://open.spotify.com/track/7gooAzwkAXiOE5HlriZmHN
28,"Give A Little","Maggie Rogers",https://open.spotify.com/track/4za2QYGfHlYml23pChrpXO
29,"Mi Cama - Remix","Karol G",https://open.spotify.com/track/38QmUDpkoYlNbMKvpvAsrE
30,"In My Feelings",Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
31,"What's the Use?","Mac Miller",https://open.spotify.com/track/2dgrYdgguVZKeCsrVb9XEs
32,"No BFs (feat. Ty Dolla $ign)",K'ron,https://open.spotify.com/track/317D6KWnGAFfoA5j2zZuNL
33,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
34,"If We Have Each Other","Alec Benjamin",https://open.spotify.com/track/2yQbzfcs28JrjKqxqAboEg
35,Body,"Loud Luxury",https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
36,"Lil Bebe",DaniLeigh,https://open.spotify.com/track/7esO3L3DP7bM2OOd0Rdb4W
37,"Charcoal Baby","Blood Orange",https://open.spotify.com/track/4yOT0bYT83QZ0aXlJ3Tb2p
38,"Nephew (feat. Lil Pump)",Smokepurpp,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
39,Natural,"Imagine Dragons",https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
40,"Die Young","Roddy Ricch",https://open.spotify.com/track/1lWK70HfYRFZtWJUwUrY48
41,"Side Effects","The Chainsmokers",https://open.spotify.com/track/5yNEdBlZMxpcVtGKz5NFk5
42,Darkside,"Alan Walker",https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG
43,Noticed,"Lil Mosey",https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
44,"Throw A Fit",Tinashe,https://open.spotify.com/track/7D8aQaRzoi9Qzz5yerVK5b
45,"Thru These Tears",LANY,https://open.spotify.com/track/4gB61mP4tNChn4LgfquMhi
46,"God Only Knows","for KING & COUNTRY",https://open.spotify.com/track/1vI0q3cnFFfzTj9WT9kFEH
47,"1997 DIANA",BROCKHAMPTON,https://open.spotify.com/track/55jQMevNp7aWtiW5LPlPoa
48,"Taste (feat. Offset)",Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
49,"Gold (Stupid Love)",Excision,https://open.spotify.com/track/5ZzjNL4J31lqU853Un7T3f
50,"Self Care","Mac Miller",https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
