,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"In My Feelings",Drake,9216754,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
2,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,4002713,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
3,"I Like It","Cardi B",3848404,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
4,"Girls Like You (feat. Cardi B)","Maroon 5",3832308,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
5,"Taste (feat. Offset)",Tyga,3519054,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
6,"Lucid Dreams","Juice WRLD",3509068,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
7,"God is a woman","Ariana Grande",3486770,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ
8,"Solo (feat. Demi Lovato)","Clean Bandit",3449128,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
9,SAD!,XXXTENTACION,3307612,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"Better Now","Post Malone",3105822,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
11,"One Kiss (with Dua Lipa)","Calvin Harris",3080598,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
12,"Jackie Chan",Tiësto,3035419,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
13,Rise,"Jonas Blue",3018873,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
14,Youngblood,"5 Seconds of Summer",2869212,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
15,"Don’t Matter To Me (with Michael Jackson)",Drake,2759085,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
16,"Eastside (with Halsey & Khalid)","benny blanco",2563230,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
17,"Te Boté - Remix","Nio Garcia",2374391,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
18,Nonstop,Drake,2360433,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
19,Moonlight,XXXTENTACION,2335851,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
20,"God's Plan",Drake,2246067,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
21,"Ocean (feat. Khalid)","Martin Garrix",2175793,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS
22,"Nice For What",Drake,2106830,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
23,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",2106415,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
24,Body,"Loud Luxury",2095041,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
25,"Sin Pijama","Becky G",2057381,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
26,2002,Anne-Marie,1989997,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
27,"Born To Be Yours",Kygo,1887546,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
28,"no tears left to cry","Ariana Grande",1866551,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
29,Nevermind,"Dennis Lloyd",1775161,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
30,"In My Mind",Dynoro,1769440,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
31,changes,XXXTENTACION,1700234,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
32,"Jocelyn Flores",XXXTENTACION,1668364,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
33,"No Es Justo","J Balvin",1666167,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
34,"X - Remix","Nicky Jam",1641745,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
35,"Psycho (feat. Ty Dolla $ign)","Post Malone",1618982,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
36,"Vaina Loca",Ozuna,1618301,https://open.spotify.com/track/1s2B5cndbqK8rPJEIcKJRQ
37,"Praise The Lord (Da Shine)","A$AP Rocky",1584715,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
