Position,"Track Name",Artist,URL
1,Zombie,"Bad Wolves",https://open.spotify.com/track/1vNoA9F5ASnlBISFekDmg3
2,"Romeo & Juliet","Hobo Johnson",https://open.spotify.com/track/1fLJxyaInJxS2Yo6PPGxZq
3,"Minimum Wage",REMMI,https://open.spotify.com/track/1SigzYd1iiiSrfk9Tmyp9w
4,SAD!,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
5,"Grandpa's Space Ship",Logic,https://open.spotify.com/track/3atCD3dVosUsd3KM2yzfeC
6,1950,"King Princess",https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
7,"My Life",ZHU,https://open.spotify.com/track/2NDZ6i6UfOUSKgFiTQKbnv
8,"Sex in the City","Hobo Johnson",https://open.spotify.com/track/2IBMzBEE8Pwbzs0KK0fQNM
9,"The Few Things","JP Saxe",https://open.spotify.com/track/4T5tKuQBjol779cYZyL9D2
10,Nevermind,"Dennis Lloyd",https://open.spotify.com/track/63SevszngYpZOwf63o61K4
11,"City Boy",Calpurnia,https://open.spotify.com/track/7gZ31tLr8IUW2rAO44outL
12,"Ride Or Die (feat. Foster The People)","The Knocks",https://open.spotify.com/track/3uJsg8xIH7OpWHxuJaMLJX
13,X,"Nicky Jam",https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
14,Black,Buddy,https://open.spotify.com/track/5We8lGFNpA1IkHAfIJU9XM
15,"Indica Badu",Logic,https://open.spotify.com/track/0jqBo5RYn008f4ZY8kPewW
16,"Shake Something (feat. Joey Purp)","Louis The Child",https://open.spotify.com/track/6mUwMth1MQT8NVSMI7lKjx
17,"Look Alive (feat. Drake)","BlocBoy JB",https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
18,"Get The Fuck Off My Dick","Vince Staples",https://open.spotify.com/track/2jdAqci2mLt0Njv8euSZWS
19,"Powerglide (feat. Juicy J)","Rae Sremmurd",https://open.spotify.com/track/2yUbCEiaolfSMluDo9RMmG
20,Mine,Bazzi,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
21,"I'm Shipping Up To Boston","Dropkick Murphys",https://open.spotify.com/track/7rSERmjAT38lC5QhJ8hnQc
22,"Good Kisser","Lake Street Dive",https://open.spotify.com/track/4PcNBh7bpbk5kpe4rwllY5
23,"Psycho (feat. Ty Dolla $ign)","Post Malone",https://open.spotify.com/track/65NwOZqoXny4JxqAPlfxRF
24,Everyday,Logic,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
25,Movies,"Yoshi Flower",https://open.spotify.com/track/5ciVQfjWjKy98bUIngNALb
26,"Flava In Ya Ear","Craig Mack",https://open.spotify.com/track/3X414ZlCf5U7pcpIaIcUkT
27,changes,XXXTENTACION,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
28,"Plug Walk","Rich The Kid",https://open.spotify.com/track/0gD6lWJhbXHWNVwQziSVvl
29,"Young & Free","Dermot Kennedy",https://open.spotify.com/track/2W8h7VAupqA1dNCcXxQM1p
30,"Love Lies (with Normani)",Khalid,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
31,"Dive - Recorded At Sound Stage Nashville","Luke Combs",https://open.spotify.com/track/2VWBdFsDJVGlRTdz4PvYwy
32,"Save Me","Steffany Gretzinger",https://open.spotify.com/track/48pW39UxofNuipnQxPOaBA
33,"Your Side Of The Bed",Loote,https://open.spotify.com/track/4foROzWuWa3fED6jc6BjK1
34,Sanctify,"Years & Years",https://open.spotify.com/track/7gbpozqwdFoqvv19BTk2hu
35,"Too Good to Be True","Danny Avila",https://open.spotify.com/track/1iJHitxTcTARB8P387PcZL
36,Hurricane,"The Band Of Heathens",https://open.spotify.com/track/3s5NrHgyTkuinl0TgHCHeK
37,"Supercut - El-P Remix",Lorde,https://open.spotify.com/track/4qT0DUcwUHzbxXcitzRzwn
38,Fly,Marshmello,https://open.spotify.com/track/2HO0uCyq8jOveEzvmo4JEu
39,66,"Lil Yachty",https://open.spotify.com/track/6tarvNiKnEjYMj1VZhlDqR
40,"Flava In Ya Ear Remix - feat. Notorious B.I.G., L.L. Cool J, Busta Rhymes, Rampage","Craig Mack",https://open.spotify.com/track/4JYUDRtPZuVNi7FAnbHyux
41,"This Is It","Scotty McCreery",https://open.spotify.com/track/34DFpyq5NJJ79GnGbbJH3p
42,"Once In My Life","The Decemberists",https://open.spotify.com/track/2MiX5yjl5t1W4HgM6zTbDC
43,"Pink Lemonade","James Bay",https://open.spotify.com/track/6LzsmlN5UbCYytaaKZueRH
44,"Me Niego",Reik,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T
45,"Drunken Lullabies","Flogging Molly",https://open.spotify.com/track/3dtVKmxWGhAB9CLnHHS3Nm
46,"44 More",Logic,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
47,"Space For Two","Mr. Probz",https://open.spotify.com/track/2vNyWYQtbrgOKcSG64SZMJ
48,"Khlorine (feat. Smino)",Sango,https://open.spotify.com/track/5bR43Wr3xJzs5LU0quiRGw
49,"Seven Drunken Nights","The Dubliners",https://open.spotify.com/track/0mBgPugbdJQCIAy0YMxG26
50,"God's Plan",Drake,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
